Title,URL,Price,Location,Image,Offer type,Rooms,Area,Price per m²
Dom | Mokotów | 360 M² | 7 Pokoi | Basen | Sauna,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-mokotow-360-m-7-pokoi-basen-sauna-ID4taHN,12 500 000 zł,"ul. Jaworowska, Sielce, Mokotów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ink3azljNHE4eG9tbzItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.NhQa6PryFOXMMN7mZZpEZ8W3r5n8YEOH-CRzYaqAOKk/image;s=655x491;q=80,"Linden Property | Biuro Nieruchomości
Biuro nieruchomości",7 pokoi,360 m²,34 722 zł/m²
8Min Do Metra/Zadbany Ogród/Gotowy Do Wprowadzenia,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/8min-do-metra-zadbany-ogrod-gotowy-do-wprowadzenia-ID4wF7V,3 790 000 zł,"Ursynów Północny, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImRrcHk2N2M5c2d1bzEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.e34BIzHalM7j5FmCYkCk7E-jWasRsc8OSPGqnNsi0y8/image;s=655x491;q=80,"MDP Partners
Biuro nieruchomości",9 pokoi,391 m²,9693 zł/m²
7-pokojowy dom 257m2 + ogródek Bezpośrednio,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/7-pokojowy-dom-257m2-ogrodek-bezposrednio-ID4umDy,4 140 000 zł,"ul. Białego Dębu, Stegny, Mokotów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImFqY2QydjI1bnoyMy1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.Bw2TIs9e2ESUPHoc4F8TdItQt_grnmYLlr0u5TPJ4mo/image;s=655x491;q=80,"Skanska
Deweloper",7 pokoi,257.41 m²,16 083 zł/m²
Białołęka-Szamocin Dom 137 m2 5 pokoi działka 800m,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/bialoleka-szamocin-dom-137-m2-5-pokoi-dzialka-800m-ID4wnSI,2 300 000 zł,"ul. Młyńska, Szamocin, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InJydTdwYmZzazhmZC1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.RAD64Z06cXLC8mZ5aAeFcCYG59dSgSI5aAREFQPOX5s/image;s=655x491;q=80,Oferta prywatna,5 pokoi,137 m²,16 788 zł/m²
Ostatni dom na osiedlu | Miasteczko Wilanów,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/ostatni-dom-na-osiedlu-miasteczko-wilanow-ID4wEYa,4 250 000 zł,"Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjVybDZsNWQwYTR2ZTMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.SuUs9gPXeU80ZI7bLbWGTX4CTMwlwPpHtofzPageApY/image;s=655x491;q=80,"En Casa Premium Real Estate
Biuro nieruchomości",6 pokoi,257.45 m²,16 508 zł/m²
Dom wolnostojący | 324 m2 | Miasteczko Wilanów,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-wolnostojacy-324-m2-miasteczko-wilanow-ID4wEY1,5 300 000 zł,"ul. Dyniowa, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InlyMDIyZm5haTh5bTItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.8HaptrGGfD2KzHBtnssSOMJqnP-3rRJvlTd0uC19z2c/image;s=655x491;q=80,"En Casa Premium Real Estate
Biuro nieruchomości",7 pokoi,324.32 m²,16 342 zł/m²
Nowoczesny bliźniak | 342m2 | Miasteczko Wilanów,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/nowoczesny-blizniak-342m2-miasteczko-wilanow-ID4wEXZ,5 400 000 zł,"Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im52cjFkbGJvYjUwMjMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.VHEoqMW6P4UXrH-Ep0_OUAdXSXq7-39Fy6Exenx7NM0/image;s=655x491;q=80,"En Casa Premium Real Estate
Biuro nieruchomości",7 pokoi,342.97 m²,15 745 zł/m²
Dom wolnostojący | 324 m2 | Wilanów,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-wolnostojacy-324-m2-wilanow-ID4wEXX,4 990 000 zł,"Stegny, Mokotów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ind3eWw1MTBnY2djajItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.FVNzd31HOp3vQKv7GcP1FvL3upfTNc5mVJale-GlFMg/image;s=655x491;q=80,"En Casa Premium Real Estate
Biuro nieruchomości",7 pokoi,324.32 m²,15 386 zł/m²
Sprzedam piękny dom w zabudowie szeregowej Wawer!,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/sprzedam-piekny-dom-w-zabudowie-szeregowej-wawer-ID4wiNc,2 199 000 zł,"ul. Ogórkowa, Nadwiśle, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBndmtkZXE4YjA1ejEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.FELwVxwzJvgB6wGVEvIXqz2-XP5LvueYEZ1W3WRmbT8/image;s=655x491;q=80,Oferta prywatna,4 pokoje,168 m²,13 089 zł/m²
Bliźniak bliski Wawer 200m² gotowy do wprowadzenia,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/blizniak-bliski-wawer-200m-gotowy-do-wprowadzenia-ID4rUBC,2 070 000 zł,"ul. Jeziorowa, Zerzeń, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImVkajh1enhvOHhiejEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.55esgcXl8xjQtZshsoXhhRdndcv_HFGoexn_Va0MrpY/image;s=655x491;q=80,Oferta prywatna,5 pokoi,200 m²,10 350 zł/m²
Luksusowy dom z basenem Warszawa Radość,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/luksusowy-dom-z-basenem-warszawa-radosc-ID4qvED,7 990 000 zł,"Międzylesie, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImtjM2xtMjY2MzFyOTMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.b6fttv4DxFhDeVs44QIBzwdRYj9GaeBvASwszYYCgN0/image;s=655x491;q=80,Oferta prywatna,6 pokoi,430 m²,18 581 zł/m²
Luksusowy dom z basenem Warszawa Radość,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/luksusowy-dom-z-basenem-warszawa-radosc-ID4rffX,7 990 000 zł,"Powsinek, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImgzZWFuc3V5aGs1ODMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.jU7_z4oXE8S8B_Cev7QcS0hKQDyZ8TSfsn7WFg513Ug/image;s=655x491;q=80,Oferta prywatna,5 pokoi,430 m²,18 581 zł/m²
"Villa Morskie Oko II, luksusowe domy wolnostojące",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/villa-morskie-oko-ii-luksusowe-domy-wolnostojace-ID4o8kW,2 390 000 zł,"Radość, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImppbzFiMDBtamZjcDMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.jk6EoLLqaID0j-F-dLyqM8fa-6HO4a_SHnRVtxuZbD4/image;s=655x491;q=80,Oferta prywatna,5 pokoi,200.95 m²,11 894 zł/m²
"Villa Morskie Oko II, luksusowe domy z basenem",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/villa-morskie-oko-ii-luksusowe-domy-z-basenem-ID4o94Q,2 390 000 zł,"Międzylesie, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ingydzl1N3gxYWFvbzMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.DcWwOowHZWu40NYGM3QRDKuJtS3TrmJ1xKMGKyJsRBw/image;s=655x491;q=80,Oferta prywatna,5 pokoi,200.95 m²,11 894 zł/m²
Nowy Dom Na Starym Wilanowie Wśród Zieleni,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/nowy-dom-na-starym-wilanowie-wsrod-zieleni-ID4uDkf,4 450 000 zł,"Wilanów Wysoki, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InhsNncwcjlnam14ejItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.kUBHtm-vABvnUTYhBqxi4ZtI_yGjunj-end4_p0C7eY/image;s=655x491;q=80,"Eurovilla Miasteczko Wilanów Sp. z o. o.
Biuro nieruchomości",7 pokoi,270 m²,16 481 zł/m²
Nowoczesna I Funkcjonalna Willa Dla Rodziny,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/nowoczesna-i-funkcjonalna-willa-dla-rodziny-ID4wggC,1 050 000 €,"Kępa Zawadowska, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImRqOWhkYWttc3kzYzEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.gYxW-w9r5g59mAt8zRCzVhwUDf_HNGnTU0uDRA2NVL8/image;s=655x491;q=80,"Eurovilla Miasteczko Wilanów Sp. z o. o.
Biuro nieruchomości",8 pokoi,411.4 m²,"2552,26 €/m²"
Deweloper! Nowoczesny Dom! Bez Pcc 0% Prowizji,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/deweloper-nowoczesny-dom-bez-pcc-0-prowizji-ID4u1yk,2 180 000 zł,"ul. Bruzdowa, Zawady, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjgyZnV0bDFnY2VjdzItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.HW36upSVBzeMhNRVhMMy1KyH6Xkda30v2uT8d3V0j5E/image;s=655x491;q=80,"Belvedere Estate | Butikowa Agencja Nieruchomości
Biuro nieruchomości",6 pokoi,230 m²,9478 zł/m²
"Nowoczesny, inteligentny dom z 4 sypialniami",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/nowoczesny-inteligentny-dom-z-4-sypialniami-ID4wiEH,1 450 000 zł,"ul. Poprawna, Las, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InRrbjVvOTdjdTZ1ZTItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.87Z4aODPLqNC0TohPWhkHExptlKJ4BxUQpyVOGoafYo/image;s=655x491;q=80,Biuro nieruchomości,5 pokoi,92 m²,15 761 zł/m²
Stary Mokotów ul. Narbutta Kamienica do remontu,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/stary-mokotow-ul-narbutta-kamienica-do-remontu-ID4lxAC,9 300 000 zł,"ul. Ludwika Narbutta, Stary Mokotów, Mokotów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjUxZTdlNHJ3eDY5bzMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.AONdKOnKoLNZb36IGs3rXMYFuSa2C7xBMTsJH9Xf8rU/image;s=655x491;q=80,"DP&Nieruchomości Łukasz Kujawski
Biuro nieruchomości",10+ pokoi,500 m²,18 600 zł/m²
Zamknięte Osiedle | Duży Ogród | Asw | Bielawa,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/zamkniete-osiedle-duzy-ogrod-asw-bielawa-ID4w3im,3 600 000 zł,"Powsinek, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im9peTBhbXpuaXBpMi1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.zNjS2ju7HsbrKX1e0W2m1ewE8XMRei8qXQihi9MjZ4M/image;s=655x491;q=80,"Home Partners
Biuro nieruchomości",6 pokoi,300 m²,12 000 zł/m²
4-pokojowy dom 121m2 + ogródek Bez Pośredników,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/4-pokojowy-dom-121m2-ogrodek-bez-posrednikow-ID4wgdU,1 465 000 zł,"ul. Spiralna 20, Augustówka, Mokotów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InJnbnh0amdna3YyMi1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.adY5T9MKIwmci1yH83p2LSbm1XI42XSl0MmoBZTIpdE/image;s=655x491;q=80,"Albatros Development
Deweloper",4 pokoje,121 m²,12 107 zł/m²
,https://www.otodom.plhttps://www.otodom.pl/hpr/pl/oferta/5-pokojowy-dom-134m2-ogrodek-bez-posrednikow-ID4ug1L,,,,,N/A,N/A,N/A
PRZEDSPRZEDAŻ !!! Mieszkanie dwupoziomowe + ogród,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/przedsprzedaz-mieszkanie-dwupoziomowe-ogrod-ID4wm8L,1 060 000 zł,"Międzylesie, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImR1dDg2dzNwcTBjcTEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.ja3KTX7ghvmKY73wkEqEG5Ied5o070JotbQXFOZcvnw/image;s=655x491;q=80,Oferta prywatna,5 pokoi,134.79 m²,7864 zł/m²
"Nowoczesny, wyjątkowy dom, Młociny, BEZPOŚREDNIO",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/nowoczesny-wyjatkowy-dom-mlociny-bezposrednio-ID4uKVw,4 660 000 zł,"ul. Anny Jagiellonki, Huta, Bielany, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InVybnZiaHNpbWg4dzItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.Ixm1u140ykYu731UkP8ELkaDvwSMcskvnzckz3TqFbU/image;s=655x491;q=80,Oferta prywatna,4 pokoje,200 m²,23 300 zł/m²
Nowy segment Białołęka bezp.,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/nowy-segment-bialoleka-bezp-ID4wb4a,1 300 000 zł,"Włady Majewskiej, Brzeziny, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImRsNnNnbmU5dm1rODMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.K6WHx8tMIq0C1wJtQcbpR-Gw4CqCPncgjq3mY4pDKaw/image;s=655x491;q=80,"Elmis GK Sp.z.o.o. S.K.A.
Biuro nieruchomości",5 pokoi,121 m²,10 744 zł/m²
4-pokojowy dom 121m2 + ogródek Bez Prowizji,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/4-pokojowy-dom-121m2-ogrodek-bez-prowizji-ID4wgdQ,1 399 970 zł,"ul. Spiralna 20, Augustówka, Mokotów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Inh4OWoxb3lpdHJkbC1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.k25-oWqT3ffzlRqlgEH30OXRCUISsmp6xPWCwY16ALo/image;s=655x491;q=80,"Albatros Development
Deweloper",4 pokoje,121 m²,11 570 zł/m²
Pół bliźniaka | Saskie Zacisze | Wawer,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/pol-blizniaka-saskie-zacisze-wawer-ID4wo0e,2 890 000 zł,"ul. Wał Miedzeszyński, Zerzeń, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InVpamVkZXc2Z2dtbTItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.nKyI9zxBGLI7I-A-0AyP4iFQNE8C69zMxkdIM3ILSCc/image;s=655x491;q=80,"Property In
Biuro nieruchomości",5 pokoi,224 m²,12 902 zł/m²
5 Sypialni | Duża Działka | Bez Pcc | Bez Prowizji,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/5-sypialni-duza-dzialka-bez-pcc-bez-prowizji-ID4wEur,1 550 000 zł,"Międzylesie, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im9oMzA5a3NyMWNwaC1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.KNkCr4AxamfAER_rjLA9fOui33twmUIwwcGgSmDX13I/image;s=655x491;q=80,"Home Partners
Biuro nieruchomości",6 pokoi,199 m²,7789 zł/m²
4-pokojowy dom 82m2 + ogródek Bez Pośredników,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/4-pokojowy-dom-82m2-ogrodek-bez-posrednikow-ID4ulWu,939 000 zł,"ul. Inna, Szamocin, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjYxbXJpc3RxenVpYS1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.t57k3_qV1Y7Cljb0E0lHeQXfgfzhja1cs_z7gDSb6_c/image;s=655x491;q=80,"Novisa Development
Deweloper",3 pokoje,69.4 m²,10 937 zł/m²
Sadyba | 340 M2 | Gotowy Do Wprowadzenia,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/sadyba-340-m2-gotowy-do-wprowadzenia-ID4tiPS,3 600 000 zł,"Sadyba, Mokotów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImZhemM3dXNhdmkycjItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.Hrk2PdXEizOqAcZUl0aEAMJ_sVPfrp7f3LJqJ9F3sIE/image;s=655x491;q=80,"Lions Estate Sp. z o o.
Biuro nieruchomości",6 pokoi,340 m²,10 588 zł/m²
Sprzedam duży dom w Radości,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/sprzedam-duzy-dom-w-radosci-ID4tT2S,3 000 000 zł,"Radość, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImRzaHE4aDVqNWo2Zy1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.20VXXbrVb2TZrmLb6sK3PGiPAtUdkxXBUm7h5aTjuYc/image;s=655x491;q=80,Oferta prywatna,7 pokoi,360 m²,8333 zł/m²
Dom na Bielanach z ogrodem 100m2,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-na-bielanach-z-ogrodem-100m2-ID4wEth,2 280 000 zł,"ul. Leopolda Staffa, Słodowiec, Bielany, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InQzenNkbTF1ZTFqbS1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.0St3LqWKIg0G3E0OB9E1FdEOyC0deDHFy6gLbOIC7bI/image;s=655x491;q=80,"G-Estate
Biuro nieruchomości",4 pokoje,120 m²,19 000 zł/m²
Prywatnie- super lokalizacja-Warszawa Miedzeszyn,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/prywatnie-super-lokalizacja-warszawa-miedzeszyn-ID4wErs,2 950 000 zł,"Miedzeszyn, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imp5c3lvaTJuOXJqcjEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.ZwvB9NnytcCWSiqenF7n0KuSo47orJ3Q1sr37s9MC6I/image;s=655x491;q=80,Oferta prywatna,7 pokoi,268 m²,11 007 zł/m²
"Bezpośrednio sprzedam 176 m² dom, segment skrajny",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/bezposrednio-sprzedam-176-m-dom-segment-skrajny-ID4uqgc,2 250 000 zł,"Wiślana Kępa, Nowodwory, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im03c3plbngya3pqbzEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.2K_hNc1HJ61DNecsId_X4KpTaFyTXLNA6eAAwJPPS7g/image;s=655x491;q=80,Oferta prywatna,5 pokoi,176 m²,12 784 zł/m²
Dom 318 m2 + garaż na 6 aut Bezpośrednio,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-318-m2-garaz-na-6-aut-bezposrednio-ID4u9xh,4 290 000 zł,"ul. Ruczaj, Powsinek, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Iml3d2xpcnFxODlzYTMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.BKb3JCcedp_yhNbR8jVoIc8gbBrO9FtnsJcQVgL2P18/image;s=655x491;q=80,"Artis Development
Deweloper",5 pokoi,318.1 m²,13 486 zł/m²
5-pokojowy dom 130m2 + ogródek Bez Pośredników,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/5-pokojowy-dom-130m2-ogrodek-bez-posrednikow-ID4u9Ks,1 400 000 zł,"ul. Kuropatwy, Mysiadło, Lesznowola, piaseczyński, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImxqMmJ4NzMzcnF1cDItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.WWU-w0tv486FwrPV8D2My38nF3Yh6wLLkcVPJoVWFa0/image;s=655x491;q=80,"Artis Development
Deweloper",5 pokoi,130.84 m²,10 700 zł/m²
4-pokojowy dom 91m2 + ogródek Bezpośrednio,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/4-pokojowy-dom-91m2-ogrodek-bezposrednio-ID4uyWY,Zapytaj o cenę,"ul. Stanisława Leszczyńskiego 25, Gołąbki, Ursus, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImZyaXpnczRpMHljYTEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.Sl452o0jQL7Z0D-S9Tg0YR4vrH3flmfMEWF6shCj3PA/image;s=655x491;q=80,"Weisenburger
Deweloper",3 pokoje,65.39 m²,N/A
Przepiękna kamienica na sprzedaż,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/przepiekna-kamienica-na-sprzedaz-ID4mKau,10 000 000 €,"ul. Chmielna, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImVyeXB0cXR6YzU2NDMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.jv7kfEG3lndBgbGNj_MGfTFpVgHQ7hsHECUweJIYwaA/image;s=655x491;q=80,"Hamilton May
Biuro nieruchomości",10+ pokoi,816 m²,"12 254,90 €/m²"
