Title,URL,Location,Total Price,Area,Price per m²,Property Type,Rooms,Plot Area,Description,Image
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25660415.html",Białołęka Warszawa,3 300 000 zł,"293,20 m²","11 255,11 zł/m²",dom wolnostojący,7,992 m²,7 pokojowy dom Z urządzonym ogrodem \\ świeżo po odnowieniu \\ gotowy do wprowadzenia \\ ogrzewana oranżeria \\ altana ze stołem na 8-10 osób \\ trawa Z rolki \\ salon i kuchnia:...,https://i.st-nieruchomosci-online.pl/8k4g8vc/dom-warszawa.jpg
"Dom z tarasem, ul. Trombity","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25204194.html",Ursynów Warszawa,1 900 000 zł,180 m²,"10 555,56 zł/m²",bliźniak,6,483 m²,"Szukasz idealnego miejsca do codziennego wypoczynku, które jednocześnie zapewnia sprawny dojazd do centrum Warszawy? Ta wyjątkowa oferta jest właśnie dla Ciebie! Z przyjemnością prezentuję...",https://i.st-nieruchomosci-online.pl/8d1swhc/dom-warszawa.jpg
"Dom bliźniak, ul. Kroczewska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25649349.html",Białołęka Warszawa,1 495 000 zł,170 m²,"8 794,12 zł/m²",bliźniak,5,800 m²,"Niezwykle atrakcyjnie cenowo oferta tylko przez ograniczony okres casu, zapraszamy do rozmów i prezentacji - wyłącznie dla osób nie bojących się konieczności pewnego zakresu prac...",https://i.st-nieruchomosci-online.pl/8kk5s1c/dom-warszawa.jpg
"Dom wolnostojący, ul. Mochtyńska","https://warszawa.nieruchomosci-online.pl/umeblowany,dom-wolnostojacy/25634339.html",Białołęka Warszawa,1 390 000 zł,"83,79 m²","16 589,09 zł/m²",dom wolnostojący,3,1 001 m²,"Dom wolnostojący 83,79 m | Działka 1001 m | Warszawa Białołęka, ul. Mochtyńska Na sprzedaż funkcjonalny, wolnostojący dom o powierzchni całkowitej ok. 102.3m (użytkowa 83,79 m ),...",https://i.st-nieruchomosci-online.pl/8kf88qc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25285594.html",Zawady Warszawa,3 239 000 zł,287 m²,"11 285,71 zł/m²",bliźniak,7,600 m²,"Wilanów - Zawady - nowoczesny bliźniak o pow. 287,4 m2 w stanie deweloperskim położony na działce 600 m2 w niedalekiej odległości od Placu Vogla. Bardzo cicha i spokojna okolica....",https://i.st-nieruchomosci-online.pl/82y32rc/dom-warszawa.jpg
Nowy bliźniak ul. Podleśna,"https://kobylka.nieruchomosci-online.pl/nowy-dom,podlesna-1/25014964.html?2,dom",Maciołki Kobyłka (Warszawa + 2 km),1 200 000 zł,"139,45 m²","8 605,23 zł/m²",deweloperski,3,oddana do użytku,"Zapraszamy do zapoznania się z ofertą 3-pokojowego domu w zabudowie bliźniaczej, składającego się z pokoju dziennego z aneksem kuchennym, dwóch sypialni, łazienki, wc, tarasu,...",https://i.st-nieruchomosci-online.pl/8wfdtxc/podlesna-1.jpg
Nowy bliźniak ul. Podleśna,"https://kobylka.nieruchomosci-online.pl/nowy-dom,podlesna-1/25014965.html?2,dom",Maciołki Kobyłka (Warszawa + 2 km),1 200 000 zł,"139,45 m²","8 605,23 zł/m²",deweloperski,3,oddana do użytku,"Zapraszamy do zapoznania się z ofertą 3-pokojowego domu w zabudowie bliźniaczej, składającego się z pokoju dziennego z aneksem kuchennym, dwóch sypialni, łazienki, wc, tarasu,...",https://i.st-nieruchomosci-online.pl/8wfdtxc/podlesna-1.jpg
Nowy bliźniak ul. Podleśna,"https://kobylka.nieruchomosci-online.pl/nowy-dom,podlesna-1/25014969.html?2,dom",Maciołki Kobyłka (Warszawa + 2 km),1 200 000 zł,"139,45 m²","8 605,23 zł/m²",deweloperski,3,oddana do użytku,"Zapraszamy do zapoznania się z ofertą 3-pokojowego domu w zabudowie bliźniaczej, składającego się z pokoju dziennego z aneksem kuchennym, dwóch sypialni, łazienki, wc, tarasu,...",https://i.st-nieruchomosci-online.pl/8wfdtxc/podlesna-1.jpg
Dom wolnostojący,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-balkonem/24892644.html",Zacisze Warszawa,2 250 000 zł,337 m²,"6 676,56 zł/m²",dom wolnostojący,12,415 m²,"Zapraszamy do zapoznania się z ofertą domu z lokalem usługowym na Zaciszu. Dom o powierzchni całkowitej z lokalem usługowym około 379 m2, użytkowej 180m2 na działce 415m2 - przy...",https://i.st-nieruchomosci-online.pl/89y5tfc/dom-warszawa-sprzedaz.jpg
"Dom z garażem, ul. Modlińska","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,podpiwniczony/25638716.html",Żerań Warszawa,1 699 999 zł,300 m²,"5 666,66 zł/m²",dom wolnostojący,5,890 m²,"Bez prowizji sprzedam, w imieniu Właścicieli, dom wolnostojący zlokalizowany na warszawskich Nowodworach na tzw. Dąbrówce Wiślanej. Całkowita powierzchnia budynku 300 m.kw, powierzchnia użytkowa...",https://i.st-nieruchomosci-online.pl/8kfzsnc/dom-warszawa.jpg
Dom bliźniak Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25504100.html",Powsin Warszawa,2 399 000 zł,240 m²,"9 995,83 zł/m²",bliźniak,7,550 m²,"Eurovilla prezentuje na sprzedaż dom w zabudowie bliźniaczej o powierzchni 240m2 zlokalizowany na zamkniętym, strzeżonym osiedlu w Powsinie. Lokalizacja Doskonała lokalizacja na obrzeżach...",https://i.st-nieruchomosci-online.pl/8hfh91c/dom-warszawa.jpg
"Dom z garażem, ul. Strużańska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25187421.html",Białołęka Warszawa,869 000 zł,151 m²,"5 754,97 zł/m²",bliźniak,7,200 m²,"Zamieszkaj W spokojnej, zielonej okolicy W otoczeniu lasu Z przyjemnością informujemy, że już rozpoczęliśmy sprzedaż wyjątkowych domów przy ulicy Poziomkowej w Józefowie...",https://i.st-nieruchomosci-online.pl/8s6cwtc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-balkonem/25634398.html",Wilanów Warszawa,3 995 000 zł,360 m²,"11 097,22 zł/m²",dom wolnostojący,6,520 m²,"Eurovilla prezentuje wolnostojący dom na sprzedaż w Starym Wilanowie o powierzchni 360m2, usytuowany na działce 500m2 ,6 pokoi, 4 łazienki, garaż na dwa samochody. Dom wymaga doinwestowania -...",https://i.st-nieruchomosci-online.pl/8kdcrpc/dom-warszawa.jpg
"Dom z garażem, ul. Bruzdowa","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25572196.html",Zawady Warszawa,3 498 000 zł,"285,20 m²","12 265,08 zł/m²",bliźniak,8,926 m²,"Eurovilla prezentuje wyjątkową ofertą sprzedaży połowy bliźniaka o imponującej powierzchni 285,2 m , położonego w prestiżowej i cichej części Zawad, przy wewnętrznej części...",https://i.st-nieruchomosci-online.pl/8d4z8fc/dom-warszawa.jpg
"Dom z garażem, ul. Arkuszowa","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25552055.html",Bielany Warszawa,2 330 000 zł,"205,47 m²","11 339,85 zł/m²",część domu,7,336 m²,"Do sprzedania przestronny segment narożny na Bielanach - 2009 ul. Arkuszowa Działka 336m2, dom 205m2 (wraz z garażem). Budynek połączony z sąsiadem tylko jedną ścianą garażową. Obok kilka...",https://i.st-nieruchomosci-online.pl/889vgkc/dom-warszawa.jpg
"Dom szeregowy, ul. Solipska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25477660.html",Włochy Warszawa,2 400 000 zł,173 m²,"13 872,83 zł/m²",dom szeregowy,5,150 m²,"Sprzedam ekonomiczny segment środkowy we Wlochach. Nowy piec kondensacyjny, idealna stolarka okienna. 4 sypialnie, 3 łazienki, garderoba, pralnia z suszarnią, taras, 2 balkony. Na przeciwko szkoła...",https://i.st-nieruchomosci-online.pl/8g1q3zc/dom-warszawa.jpg
"Dom z tarasem, ul. Chłapowskiego","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24943088.html",Ursynów Warszawa,3 200 000 zł,"337,50 m²","9 481,48 zł/m²",bliźniak,9,670 m²,"Komfortowy dom o pow. całkowitej 337 m2 w doskonałej lokalizacji na Ursynowie ul. Chłapowskiego. Nieruchomość znajduje się na ogrodzonym i kameralnym osiedlu domów jednorodzinnych,...",https://i.st-nieruchomosci-online.pl/8kbytxc/dom-warszawa-sprzedaz.jpg
"Dom z garażem, ul. Świerszcza","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25544847.html",Włochy Warszawa,2 999 997 zł,500 m²,"5 999,99 zł/m²",dom wolnostojący,10,800 m²,Mam przyjemność zaprezentować Państwu-10 pokojowy dom wolnostojący w willowym stylu położony na warszawskich Włochach. Dom położony na działce o powierzchni 800 m2. Powierzchnia...,https://i.st-nieruchomosci-online.pl/8h1rk9c/dom-z-parkingiem.jpg
"Dom z tarasem, ul. Wiązana","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25679157.html",Miedzeszyn Warszawa,1 940 000 zł,330 m²,"5 878,79 zł/m²",dom wolnostojący,7,600 m²,"Twój wymarzony dom w zielonym sercu Wawra Szukasz miejsca, gdzie codziennie budzi Cię śpiew ptaków, a wieczory spędzasz w blasku kominka, ciesząc się spokojem i przestrzenią? Ten...",https://i.st-nieruchomosci-online.pl/8k5sqrc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/umeblowany,dom-wolnostojacy/25655616.html",Wawer Warszawa,1 650 000 zł,170 m²,"9 705,88 zł/m²",dom wolnostojący,4,432 m²,"Biuro nieruchomości Pure Estates ma przyjemność zaprezentować na sprzedaż piętrowy dom z 2020 r. wolnostojący (170m2 powierzchni całkowitej, 112m2 powierzchni użytkowej) z garażem...",https://i.st-nieruchomosci-online.pl/8hnf2dc/dom-warszawa.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/umeblowany,dom-wolnostojacy/25668129.html",Czerniaków Warszawa,2 450 000 zł,226 m²,"10 840,71 zł/m²",dom wolnostojący,8,795 m²,"Biuro nieruchomości Pure Estates ma przyjemność zaprezentować na sprzedaż dom z 8 pokojami i przestronnym ogrodem, położony w cichej i spokojnej części Mokotowa, graniczącej...",https://i.st-nieruchomosci-online.pl/8wv7psc/dom-warszawa.jpg
"Dom z garażem, ul. Dominiki","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25576815.html",Targówek Warszawa,2 490 000 zł,"405,30 m²","6 143,60 zł/m²",dom szeregowy,9,241 m²,"Na sprzedaż dom w zabudowie szeregowej z 1995 roku, położony na warszawski Targówku w sąsiedztwie stacji metra Zacisze( 300 metrów), oddalony ok.5 km od centrum Warszawy. Powierzchnia...",https://i.st-nieruchomosci-online.pl/888znhc/dom-warszawa.jpg
"Dom z garażem, ul. Jabłoni","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,wysoki-standard/24938435.html",Choszczówka Warszawa,2 600 000 zł,250 m²,10 400 zł/m²,dom wolnostojący,6,1 142 m²,Ten piękny dom już od progu wita nas słoneczną przestrzenią i standardem wykończenia. Funkcjonalny układ pomieszczeń z wydzieloną strefą dzienną i nocną pozwala domownikom...,https://i.st-nieruchomosci-online.pl/891kmvc/dom-warszawa.jpg
"Dom bliźniak, ul. Głębocka","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25674422.html",Białołęka Warszawa,1 700 000 zł,"105,56 m²","16 104,59 zł/m²",bliźniak,4,1 000 m²,"Kameralne w nowoczesnej architekturze dwa budynki mieszkalne jednorodzinne w zabudowie bliźniaczej. Lokalizacja, która daje dostęp do tego, co potrzebne, aby wygodnie mieszkać. Dobrze...",https://i.st-nieruchomosci-online.pl/8k7gy5c/dom-warszawa.jpg
Dom,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25389866.html",Wawer Warszawa,1 249 000 zł,130 m²,"9 607,69 zł/m²",część domu,4,150 m²,"Zapraszamy do zapoznania się z ofertą sprzedaży przestronnego, dwupoziomowego segmentu o powierzchni użytkowej około 130 m , położonego na osiedlu sąsiadującym z Rezerwatem...",https://i.st-nieruchomosci-online.pl/8ft1mpc/dom-z-balkonem.jpg
"Dom z garażem, ul. Chudoby","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25640204.html",Białołęka Warszawa,4 650 000 zł,698 m²,"6 661,89 zł/m²",dom wolnostojący,7,1 603 m²,"Do sprzedaży duży piętrowy niepodpiwniczony dom z ogromnym potencjałem. W bryle budynku zlokalizowany duży garaż o powierzchni 142 m2 i wysokości 3,1 m, który pomieści kilka...",https://i.st-nieruchomosci-online.pl/8kgq2vc/dom-warszawa.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25130616.html",Czechowice Warszawa,2 490 000 zł,239 m²,"10 418,41 zł/m²",bliźniak,5,565 m²,"English version below. Ta wyjątkowa nieruchomość jest gotowa przyjąć nowych właścicieli, oferując komfortowe i funkcjonalne wnętrza. Rozkład pomieszczeń: parter: przestronny garaż, wiatrołap...",https://i.st-nieruchomosci-online.pl/8ph4c3c/dom-warszawa.jpg
"Willa, ul. Szulczyka","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25668801.html",Aleksandrów Warszawa,2 290 000 zł,201 m²,"11 393,03 zł/m²",rezydencja,5,500 m²,"Ogłoszenie bezpośrednie - bez prowizji Ogłoszenie bezpośrednie Nowoczesny, luksusowy dom wolnostojący o powierzchni całkowitej 200,95 mkw położony tuż przy ścianie lasu z okolicach...",https://i.st-nieruchomosci-online.pl/8k5qxyc/dom-warszawa.jpg
Dom z tarasem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-garazem/25648906.html",Warszawa mazowieckie,870 000 zł,218 m²,"3 990,83 zł/m²",dom wolnostojący,7,7 800 m²,"Opis Na sprzedaż roztocze. 2,20 h od warszawy Piękna posiadłość wiejska z ogromnym potencjałem, w skład której wchodzi przestronny, wolnostojący dom wraz z zabudowaniami oraz...",https://i.st-nieruchomosci-online.pl/8kkxzhc/dom-ujazdow.jpg
Dom z tarasem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,do-odswiezenia/25371232.html",Anin Warszawa,2 490 000 zł,220 m²,"11 318,18 zł/m²",dom wolnostojący,5,641 m²,"Budynek wzniesiony w technologii tradycyjnej, położony wśród niskiej zabudowy jednorodzinnej. Na parterze duży salon, kuchnia z częścią jadalną, gabinet, toaleta i ogród zimowy...",https://i.st-nieruchomosci-online.pl/8f8dpvc/dom-wolnostojacy-sprzedaz.jpg
"Dom z garażem, ul. Zapłocie","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/23636374.html",Powsin Warszawa,2 150 000 zł,240 m²,"8 958,33 zł/m²",bliźniak,6,630 m²,"Chcesz zamieszkać w kameralnym, spokojnym i zielonym miejscu ? To jest oferta właśnie dla Ciebie. Oferujemy do sprzedaży dom jednorodzinny na zamkniętym osiedlu w Wilanowie - okolice ul....",https://i.st-nieruchomosci-online.pl/8kkkrgc/dom-warszawa.jpg
"Dom z garażem, ul. Orszady","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-garazem/25609985.html",Wilanów Warszawa,7 200 000 zł,302 m²,"23 841,06 zł/m²",dom wolnostojący,6,1 400 m²,"Ekskluzywny dom z inteligentnymi rozwiązaniami - idealna harmonia nowoczesności i natury w najpiękniejszej części Wilanowa. Jeśli szukasz domu, który łączy nowoczesne technologie,...",https://i.st-nieruchomosci-online.pl/886rzdc/dom-warszawa-sprzedaz.jpg
Dom wolnostojący Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,wysoki-standard/24883206.html",Białołęka Warszawa,4 600 000 zł,360 m²,"12 777,78 zł/m²",dom wolnostojący,8,1 574 m²,"Ekskluzywny dom o powierzchni 360 mkw, wykończony w standardzie premium. Zachwyca precyzją i troską o każdy detal. Zastosowane najwyższej jakości materiały gwarantują nie tylko...",https://i.st-nieruchomosci-online.pl/893fgxc/dom-warszawa.jpg
Dom z tarasem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,przy-lesie/25659916.html",Anin Warszawa,3 499 000 zł,590 m²,"5 930,51 zł/m²",dom wolnostojący,9,1 524 m²,"0% prowizji od kupującego. Wolnostojący dom usytuowany w Aninie, na pięknie zagospodarowanej działce o powierzchni 1520 mkw. Nieruchomość otoczona ogrodem z automatycznym podlewaniem...",https://i.st-nieruchomosci-online.pl/8q9339c/dom-warszawa.jpg
Dom wolnostojący,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25651510.html",Gołąbki Warszawa,2 920 000 zł,360 m²,"8 111,11 zł/m²",dom wolnostojący,8,617 m²,"Mam przyjemność zaprezentować Państwu ofertę domu wolnostojącego na Warszawskich Gołąbkach w willowej części Ursusa. Dom idealny dla rodziny z dziećmi: blisko żłobek, przedszkole,...",https://i.st-nieruchomosci-online.pl/8kzrp7c/dom-warszawa.jpg
"Dom z garażem, ul. Europejska","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,do-remontu/24952636.html",Wilanów Warszawa,2 450 000 zł,"420,08 m²","5 832,22 zł/m²",dom wolnostojący,8,587 m²,Mamy przyjemność zaprezentować przestronny dom jednorodzinny z dogodnym dojazdem do centrum w pobliżu jeziora Powsinkowskiego przy ul. Europejskiej na Wilanowie w Warszawie. Jeśli szukasz...,https://i.st-nieruchomosci-online.pl/8qprckc/dom-warszawa.jpg
Nowy bliźniak ul. Gratyny,"https://warszawa.nieruchomosci-online.pl/nowy-dom,slow-wilanow/25284535.html?2,dom",Kępa Zawadowska Warszawa,1 279 000 zł,"72,53 m²","17 634,08 zł/m²",deweloperski,3,II kwartał 2026,"Na parterze tego wygodnego 3-pokojowego lokalu znajdziemy przestronny salon, jasną kuchnię z oknem, ustawny hol, który pomieści sporych rozmiarów szafę oraz łazienkę dla gości, w której...",https://i.st-nieruchomosci-online.pl/82wgpcc/slow-wilanow.jpg
Nowy bliźniak ul. Gratyny,"https://warszawa.nieruchomosci-online.pl/nowy-dom,slow-wilanow/25284510.html?2,dom",Kępa Zawadowska Warszawa,1 289 000 zł,"72,53 m²","17 771,96 zł/m²",deweloperski,3,II kwartał 2026,"Na parterze tego wygodnego 3-pokojowego lokalu znajdziemy salon z widnym aneksem kuchennym, ustawny hol, który pomieści sporych rozmiarów szafę oraz łazienkę dla gości, w której można...",https://i.st-nieruchomosci-online.pl/82wgpcc/slow-wilanow.jpg
Nowy bliźniak ul. Gratyny,"https://warszawa.nieruchomosci-online.pl/nowy-dom,slow-wilanow/25284468.html?2,dom",Kępa Zawadowska Warszawa,1 749 000 zł,"100,14 m²","17 465,55 zł/m²",deweloperski,4,II kwartał 2026,"Ponad 200-metrowy ogród, gdzie możecie cieszyć się prywatnością i bliskością natury to jeden z wielu atutów tego 4-pokojowego, narożnego lokalu. Znajdziecie tu również duży, niemal...",https://i.st-nieruchomosci-online.pl/82wgpcc/slow-wilanow.jpg
"Dom wolnostojący, ul. Chorągwi Pancernej","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25572121.html",Wilanów Warszawa,4 690 000 zł,500 m²,9 380 zł/m²,dom wolnostojący,10,750 m²,"Dla rodziny / na biuro / pod wynajem Dom jednorodzinny z basenem (odnowiona pompownia z filtrami) Warszawa, wilanów ul. Chorągwi Pancernej metraż: - powierzchnia całkowita domu: około 500m2 -...",https://i.st-nieruchomosci-online.pl/88ggmrc/dom-warszawa.jpg
Dom wolnostojący Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25151001.html",Wawer Warszawa,3 750 000 zł,"231,72 m²","16 183,32 zł/m²",dom wolnostojący,6,1 365 m²,Opiekun oferty Izabela Więcek Tel. 602 101 602 Opis nieruchomości: wolnostojący dom na pięknie zagospodarowanej działce o powierzchni 1365m2 w dzielnicy Wawer. Budynek całkowicie...,https://i.st-nieruchomosci-online.pl/8p5971c/dom-warszawa.jpg
"Dom bliźniak, ul. Nobla","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25006146.html",Saska Kępa Warszawa,5 990 000 zł,"194,57 m²","30 785,84 zł/m²",bliźniak,5,651 m²,Opiekun oferty: bartosz Biernacki Tel.: 602 101 602 WYJĄTKOWA OFERTA WYŁĄCZNIE W BIURZE SDP NIERUCHOMOŚCI Na sprzedaż zabudowana działka o powierzchni 651 m budynkiem jednorodzinnym...,https://i.st-nieruchomosci-online.pl/8wnczfc/dom-warszawa.jpg
"Dom z garażem, ul. Wiertnicza","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25363179.html",Mokotów Warszawa,2 690 000 zł,190 m²,"14 157,89 zł/m²",dom wolnostojący,5,465 m²,": krótko: sadyba, ul. Wiertnicza || 5 pokoi || 2 łazienki || doskonała lokalizacja Dom jednorodzinny w stanie deweloperskim z tarasem i własnym ogrodem. Dom można zaaranżować według...",https://i.st-nieruchomosci-online.pl/8ffqfzc/dom-warszawa.jpg
